2018-01-29,招商证券,300718,长盛轴承,长盛轴承(300718)调研报告：自润滑轴承的明日之星-180126,webcache\20180130\webcache-20180302224621.html,51pdf,
2018-01-29,川财证券,600452,涪陵电力,"配售电板块:近期河南、福建等省份出台2018年电力市场交易方案,市场化交易电量规模较上年都有明显的提升,随着电力体制改革的逐渐落地,电力市场化交易规模预期将继续扩大,可关注具有用户及电源优势的企业,相关标的有三峡水利、涪陵电力",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,川财证券,600116,三峡水利,"配售电板块:近期河南、福建等省份出台2018年电力市场交易方案,市场化交易电量规模较上年都有明显的提升,随着电力体制改革的逐渐落地,电力市场化交易规模预期将继续扩大,可关注具有用户及电源优势的企业,相关标的有三峡水利、涪陵电力",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,川财证券,600452,涪陵电力,"配售电板块:近期河南、福建等省份出台2018年电力市场交易方案,市场化交易电量规模较上年都有明显的提升,随着电力体制改革的逐渐落地,电力市场化交易规模预期将继续扩大,可关注具有用户及电源优势的企业,相关标的有三峡水利、涪陵电力",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,川财证券,600025,华能水电,"水电板块:2018年弃水状况有望得到缓解,水电企业业绩预期向好,继续关注高股息率、低生产成本的水电企业,相关标的有长江电力、华能水电",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,川财证券,600900,长江电力,"水电板块:2018年弃水状况有望得到缓解,水电企业业绩预期向好,继续关注高股息率、低生产成本的水电企业,相关标的有长江电力、华能水电",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,太平洋证券,002594,比亚迪,"目前公司在锂电行业的主要客户包括CATL、珠海银隆、比亚迪等,公司在新能源行业领域竞争优势逐步显现",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,太平洋证券,600617,国新能源,"近年来在市场与政策的双驱动下中国新能源汽车行业迎来爆发式的增长,下游电池厂纷纷进入扩产周期,公司准确把握市场变化,凭借自身在物流自动化等方面的优势将业务拓展到锂电池行业",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,太平洋证券,600617,国新能源,"近年来在市场与政策的双驱动下中国新能源汽车行业迎来爆发式的增长,下游电池厂纷纷进入扩产周期,公司准确把握市场变化,凭借自身在物流自动化等方面的优势将业务拓展到锂电池行业",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,太平洋证券,300532,今天国际,"推荐今天国际:业绩大增51.9%-64.71%,在手订单充足",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,广发证券,601015,陕西黑猫,"推荐陕西黑猫:预告17年归母净利2.2-2.6亿元,持续布局焦化产业深加工",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,申万宏源,000166,申万宏源,"53亿元,同比增加113%到133%;归属于上市公司股东的扣非净利润同比增长113%-133%,业绩超出申万宏源预期10%-15%,主要原因是行业需求景气度超预期,带动公司产销两旺",webcache\20180129\webcache-20180302234853.html,sina,
2018-01-29,申万宏源,601012,隆基股份,"推荐隆基股份:业绩再超预期,短期硅片降价利空已释放",webcache\20180129\webcache-20180302234853.html,sina,
2018-01-29,申万宏源,600019,宝钢股份,"推荐宝钢股份2017年报业绩预增点评:业绩超预期,高成长可持续",webcache\20180129\webcache-20180302234853.html,sina,
2018-01-29,申万宏源,603355,莱克电气,"推荐莱克电气:加大电商品牌投入应对竞争,汇兑为短期扰动",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600048,保利地产,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600185,格力地产,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600266,北京城建,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600325,华发股份,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600340,华夏幸福,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600376,首开股份,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,600466,蓝光发展,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,601155,新城控股,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,000002,万科A,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,000069,华侨城A,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,000090,天健集团,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
2018-01-29,国泰君安,000540,中天金融,"(1)全国和区域龙头边际优势不断提升,抗周期能力增强,推荐:保利地产、万科A、华侨城A、招商蛇口、荣盛发展、新城控股、中天金融、金科股份、蓝光发展;(2)2018年最大的政策驱动来源于加快都市圈融合及加快租赁市场建设,推荐:都市圈融合带来的投资机会:首都圈(荣盛发展、华夏幸福、北京城建、首开股份);粤港澳大湾区:深圳区域(天健集团、招商蛇口)、广州区域(保利地产)、珠海区域(受益华发股份、格力地产)、;(3)租赁市场的政策推出不断加快,REITs推出有望加速,推荐:世联行、滨江集团、万科A",webcache\20180129\webcache-20180302234857.html,sina,
